,ortnamn,kommun,pop,area,popdensity,orttyp,latitude,longitude,efterled
Eda glasbruk (Eda kommun),Eda glasbruk,Eda,220,91,241,tätort,59.9213356,12.2633766,bruk
Edane (Arvika kommun),Edane,Arvika,678,176,385,tätort,59.62982,12.8229215,
Edeby (Knivsta kommun),Edeby,Knivsta,252,57,446,tätort,59.7132351,17.7244047,by
Edsbro (Norrtälje kommun),Edsbro,Norrtälje,595,152,392,tätort,59.8951281,18.4923786,bro
Edsbruk (Västervik kommun),Edsbruk,Västervik,371,72,515,tätort,58.0195774,16.4674596,bruk
Edsbyn (Ovanåker kommun),Edsbyn,Ovanåker,4293,523,820,tätort,61.3774428,15.8181755,byn
Edsgatan (Karlstad kommun),Edsgatan,Karlstad,563,130,432,tätort,59.427017,13.5552192,tan
Långenäs (Karlstad kommun),Långenäs,Karlstad,563,130,432,tätort,59.4242285,13.5768286,näs
Edsvalla (Karlstad kommun),Edsvalla,Karlstad,736,81,911,tätort,59.4369756,13.2103442,valla
Edsvalla Övreet (Karlstad kommun),Edsvalla Övreet,Karlstad,251,33,761,tätort,,,
Eggby (Skara kommun),Eggby,Skara,222,48,467,tätort,58.4339651,13.6451126,by
Ekeby (Ekerö kommun),Ekeby,Ekerö,202,123,164,tätort,59.3624948,17.5986687,by
Ekeby (Södertälje kommun),Ekeby,Södertälje,983,64,1534,tätort,59.2547514,17.5200234,by
Ekeby (Bjuv kommun),Ekeby,Bjuv,3369,385,875,tätort,55.9994724,12.9651021,by
Ekeby (Kumla kommun),Ekeby,Kumla,601,138,435,tätort,59.1642319,15.2665406,by
Ekeby-Almby (Örebro kommun),Ekeby-Almby,Örebro,2143,202,1061,tätort,59.2584695,15.3368752,by
Ekedalen (Tidaholm kommun),Ekedalen,Tidaholm,483,73,665,tätort,58.1973862,13.8404332,dalen
Ekenhaga (Värnamo kommun),Ekenhaga,Värnamo,208,20,1047,tätort,,,haga
Ekenässjön (Vetlanda kommun),Ekenässjön,Vetlanda,1507,199,759,tätort,57.4918386,15.0209543,sjön
Ekerö (Ekerö kommun),Ekerö,Ekerö,12071,617,1957,tätort,59.30024455,17.678070867816203,ö
Ekerö sommarstad (Ekerö kommun),Ekerö sommarstad,Ekerö,614,94,652,tätort,59.2748822,17.7324083,stad
Eket (Örkelljunga kommun),Eket,Örkelljunga,383,101,378,tätort,56.2475542,13.1913591,
Ekshärad (Hagfors kommun),Ekshärad,Hagfors,995,157,633,tätort,60.1696444,13.5058575,härad
Eksjö (Eksjö kommun),Eksjö,Eksjö,10652,822,1295,tätort,57.6674439,14.9735595,sjö
Ekskogen (Vallentuna kommun),Ekskogen,Vallentuna,287,62,466,tätort,59.6414357,18.2311249,skogen
Älgeby (Vallentuna kommun),Älgeby,Vallentuna,352,215,163,tätort,59.6159338,18.3880402,by
Långsjötorp (Vallentuna kommun),Långsjötorp,Vallentuna,352,215,163,tätort,59.5943123,18.3478048,torp
Eksund (Norrköping kommun),Eksund,Norrköping,501,72,700,tätort,58.585982,16.0918873,sund
Ekängen (Linköping kommun),Ekängen,Linköping,2753,177,1553,tätort,58.4736278,15.6389814,ängen
Eldsberga (Halmstad kommun),Eldsberga,Halmstad,751,105,715,tätort,56.5989253,12.9818682,berga
Ellös (Orust kommun),Ellös,Orust,1068,229,466,tätort,58.1799703,11.4687475,
Emmaboda (Emmaboda kommun),Emmaboda,Emmaboda,5035,588,856,tätort,56.6308333,15.5406619,boda
Emmaljunga (Hässleholm kommun),Emmaljunga,Hässleholm,289,92,315,tätort,56.3998263,13.6492329,ljunga
Emsfors (Oskarshamn kommun),Emsfors,Oskarshamn,320,70,456,tätort,57.1458519,16.4607831,fors
Emtunga (Vara kommun),Emtunga,Vara,309,40,764,tätort,58.2552372,12.9990743,
Enbacka (Säter kommun),Enbacka,Säter,1579,207,762,tätort,60.4118034,15.6121913,backa
Eneryda (Älmhult kommun),Eneryda,Älmhult,343,67,515,tätort,56.7038082,14.3383773,ryda
Enhagen-Ekbacken (Västerås kommun),Enhagen-Ekbacken,Västerås,1091,75,1455,tätort,59.5656207,16.5318306,backen
Enköping (Enköping kommun),Enköping,Enköping,23988,1126,2131,tätort,59.6356115,17.077856,köping
Enstaberga (Nyköping kommun),Enstaberga,Nyköping,439,59,749,tätort,58.7514681,16.8545325,berga
Enviken (Falu kommun),Enviken,Falu,889,329,270,tätort,60.8102331,15.7544377,viken
Enånger (Hudiksvall kommun),Enånger,Hudiksvall,629,160,394,tätort,61.5474691,17.0022468,ånger
Eriksmåla (Emmaboda kommun),Eriksmåla,Emmaboda,208,93,223,tätort,56.7368403,15.4736374,måla
Eringsboda (Ronneby kommun),Eringsboda,Ronneby,289,77,375,tätort,56.4401253,15.3625015,boda
Ersmark (Umeå kommun),Ersmark,Umeå,1628,147,1105,tätort,63.8844704,20.3203783,mark
Ersmark (Skellefteå kommun),Ersmark,Skellefteå,859,123,697,tätort,64.8483889,20.8981835,mark
Ersnäs (Luleå kommun),Ersnäs,Luleå,487,152,320,tätort,65.5290529,21.7946331,näs
Eskilsby (Härryda kommun),Eskilsby,Härryda,256,87,293,tätort,57.6161857,12.2832508,by
Snugga (Härryda kommun),Snugga,Härryda,256,87,293,tätort,57.6167402,12.2968603,
Eskilstuna (Eskilstuna kommun),Eskilstuna,Eskilstuna,70261,2992,2349,tätort,59.3717379,16.5051474,tuna
Eslöv (Eslöv kommun),Eslöv,Eslöv,19569,946,2068,tätort,55.8374959,13.3036265,löv
Evertsberg (Älvdalen kommun),Evertsberg,Älvdalen,239,137,175,tätort,61.1351095,13.9590325,berg
Everöd (Kristianstad kommun),Everöd,Kristianstad,924,153,602,tätort,55.8993312,14.0976714,röd
Fagerfjäll (Tjörn kommun),Fagerfjäll,Tjörn,211,119,177,tätort,57.9857748,11.6570803,fjäll
Fagerhult (Habo kommun),Fagerhult,Habo,323,65,494,tätort,57.9979589,14.1191576,hult
Fagerhult (Högsby kommun),Fagerhult,Högsby,224,86,259,tätort,57.1477968,15.6636303,hult
Fagerhult (Uddevalla kommun),Fagerhult,Uddevalla,469,108,433,tätort,58.3169582,12.0859077,hult
Fagersanna (Tibro kommun),Fagersanna,Tibro,684,200,341,tätort,58.4681806,14.3007209,
Fagersta (Fagersta kommun),Fagersta,Fagersta,11978,727,1648,tätort,60.0038627,15.7906054,sta
Fagerås (Kil kommun),Fagerås,Kil,442,72,614,tätort,59.5198467,13.2226961,ås
Falerum (Åtvidaberg kommun),Falerum,Åtvidaberg,227,78,290,tätort,58.1437133,16.2063158,rum
Falkenberg (Falkenberg kommun),Falkenberg,Falkenberg,27301,2201,1240,tätort,56.904894,12.4912926,berg
Falköping (Falköping kommun),Falköping,Falköping,17828,916,1945,tätort,58.169655649999996,13.555486207422321,köping
Falla (Finspång kommun),Falla,Finspång,455,65,705,tätort,58.682822,15.7465107,la
Falun (Falu kommun),Falun,Falu,38476,2526,1523,tätort,60.6070068,15.6323059,
Farhult (Höganäs kommun),Farhult,Höganäs,329,103,319,tätort,56.2150287,12.7125297,hult
Fegen (Falkenberg kommun),Fegen,Falkenberg,241,70,345,tätort,57.1055836,13.0389032,
Fellingsbro (Lindesberg kommun),Fellingsbro,Lindesberg,1393,214,650,tätort,59.4343972,15.5890014,bro
Fengersfors (Åmål kommun),Fengersfors,Åmål,334,78,430,tätort,58.9949441,12.4639629,fors
Figeholm (Oskarshamn kommun),Figeholm,Oskarshamn,890,107,835,tätort,57.3767119,16.5522663,holm
Filipstad (Filipstad kommun),Filipstad,Filipstad,6477,599,1082,tätort,59.7135483,14.1680314,stad
Filsbäck (Lidköping kommun),Filsbäck,Lidköping,667,107,625,tätort,58.4907677,13.2459367,bäck
Finja (Hässleholm kommun),Finja,Hässleholm,593,129,459,tätort,56.1675684,13.689776,
Finkarby (Nykvarn kommun),Finkarby,Nykvarn,211,59,358,tätort,59.2248387,17.3082384,arby
Finnerödja (Laxå kommun),Finnerödja,Laxå,577,112,515,tätort,58.9285408,14.4411303,rödja
Finspång (Finspång kommun),Finspång,Finspång,13279,788,1684,tätort,58.70773,15.7758645,spång
Finsta (Norrtälje kommun),Finsta,Norrtälje,257,44,584,tätort,59.7369299,18.4920915,sta
Fiskebäckskil (Lysekil kommun),Fiskebäckskil,Lysekil,262,72,363,tätort,58.2456466,11.4566294,kil
Fisksätra (Nacka kommun),Fisksätra,Nacka,8334,101,8282,tätort,59.2921965,18.2537882,sätra
Fjugesta (Lekeberg kommun),Fjugesta,Lekeberg,2336,229,1022,tätort,59.1734088,14.8709494,sta
Fjälkinge (Kristianstad kommun),Fjälkinge,Kristianstad,1888,187,1011,tätort,56.0433855,14.2758479,inge
Fjällastorp (Bollebygd kommun),Fjällastorp,Bollebygd,238,77,309,tätort,57.6761642,12.5470138,torp
Fjällbacka (Tanum kommun),Fjällbacka,Tanum,858,168,511,tätort,58.5987546,11.2827802,backa
Fjärdhundra (Enköping kommun),Fjärdhundra,Enköping,943,112,839,tätort,59.7760701,16.9179368,
Fjärås (Kungsbacka kommun),Fjärås,Kungsbacka,2463,206,1198,tätort,57.4485155,12.1862316,ås
Fjärås station (Kungsbacka kommun),Fjärås station,Kungsbacka,221,70,315,tätort,57.4380548,12.1558698,
Flen (Flen kommun),Flen,Flen,6607,439,1503,tätort,59.0567823,16.5893,
Fleninge (Helsingborg kommun),Fleninge,Helsingborg,208,53,391,tätort,56.1083353,12.7915362,inge
Flerohopp (Nybro kommun),Flerohopp,Nybro,212,51,417,tätort,56.822755,15.8768402,
Flisby (Nässjö kommun),Flisby,Nässjö,210,65,322,tätort,57.7847724,14.7964212,by
Fliseryd (Mönsterås kommun),Fliseryd,Mönsterås,752,138,544,tätort,57.1241074,16.2631299,ryd
Floby (Falköping kommun),Floby,Falköping,1596,223,717,tätort,58.138443,13.3362213,by
Flurkmark (Umeå kommun),Flurkmark,Umeå,210,45,471,tätort,63.9824036,20.2366005,mark
Flygsfors (Nybro kommun),Flygsfors,Nybro,221,61,360,tätort,56.8394149,15.7791654,fors
Flyinge (Eslöv kommun),Flyinge,Eslöv,1016,94,1083,tätort,55.7534529,13.3685462,inge
Flyksnäs (Mark kommun),Flyksnäs,Mark,207,57,361,tätort,57.6080933,12.377603,näs
Flädie (Lomma kommun),Flädie,Lomma,271,39,699,tätort,55.7252694,13.0719827,ie
Folkärna (Avesta kommun),Folkärna,Avesta,267,138,193,tätort,60.1528413,16.3143882,
Fornåsa (Motala kommun),Fornåsa,Motala,448,59,764,tätort,58.4791162,15.2279647,åsa
Fors (Avesta kommun),Fors,Avesta,778,142,549,tätort,60.2064905,16.3137369,fors
Forsbacka (Gävle kommun),Forsbacka,Gävle,1724,186,924,tätort,60.6153399,16.8949803,backa
Forserum (Nässjö kommun),Forserum,Nässjö,2113,194,1090,tätort,57.699733,14.4723521,rum
Forshaga (Forshaga kommun),Forshaga,Forshaga,6439,548,1174,tätort,59.5290618,13.4826031,haga
Forsheda (Värnamo kommun),Forsheda,Värnamo,1509,171,882,tätort,57.1678551,13.8301364,eda
Forssjö (Katrineholm kommun),Forssjö,Katrineholm,534,53,1015,tätort,58.955414,16.2926848,sjö
Forsvik (Karlsborg kommun),Forsvik,Karlsborg,344,83,412,tätort,58.5804973,14.4306328,vik
Fotö (Öckerö kommun),Fotö,Öckerö,637,43,1482,tätort,57.67008115,11.654583868789242,ö
Fredriksberg (Ludvika kommun),Fredriksberg,Ludvika,345,75,460,tätort,60.1398367,14.3762452,berg
Fredriksdal (Nässjö kommun),Fredriksdal,Nässjö,307,62,496,tätort,57.6202427,14.6030921,dal
Fredriksfors (Hudiksvall kommun),Fredriksfors,Hudiksvall,205,91,224,tätort,61.787858,16.6127533,fors
Freluga (Bollnäs kommun),Freluga,Bollnäs,213,62,344,tätort,61.3275255,16.2969749,
Fridlevstad (Karlskrona kommun),Fridlevstad,Karlskrona,697,110,634,tätort,56.2697952,15.5421062,stad
Friggesund (Hudiksvall kommun),Friggesund,Hudiksvall,559,76,735,tätort,61.8964248,16.5462606,sund
Frillesås (Kungsbacka kommun),Frillesås,Kungsbacka,3227,481,671,tätort,57.3172804,12.1767467,ås
Frinnaryd (Aneby kommun),Frinnaryd,Aneby,227,56,409,tätort,57.9340883,14.8208622,ryd
Fristad (Borås kommun),Fristad,Borås,5755,762,755,tätort,57.8238811,13.0100197,stad
Fritsla (Mark kommun),Fritsla,Mark,2458,319,771,tätort,57.5518736,12.7865937,la
Frostkåge (Skellefteå kommun),Frostkåge,Skellefteå,224,74,304,tätort,64.8689614,21.0070101,
Frufällan (Borås kommun),Frufällan,Borås,1303,191,680,tätort,57.7772401,12.9767238,
Främmestad (Essunga kommun),Främmestad,Essunga,396,70,566,tätort,58.2333229,12.6662924,stad
Frändefors (Vänersborg kommun),Frändefors,Vänersborg,645,100,647,tätort,58.5000567,12.2782435,fors
Fränsta (Ånge kommun),Fränsta,Ånge,2119,609,348,tätort,62.4991238,16.170082,sta
Frödinge (Vimmerby kommun),Frödinge,Vimmerby,319,69,462,tätort,57.6995864,16.0050478,inge
Frösakull (Halmstad kommun),Frösakull,Halmstad,2492,402,620,tätort,56.6695906,12.738781,
Frövi (Lindesberg kommun),Frövi,Lindesberg,2534,252,1006,tätort,59.4661989,15.3650698,vi
Funbo (Uppsala kommun),Funbo,Uppsala,310,96,324,tätort,59.8567841,17.8565773,bo
Funäsdalen (Härjedalen kommun),Funäsdalen,Härjedalen,1003,263,382,tätort,62.546067,12.5420156,dalen
Furuby (Växjö kommun),Furuby,Växjö,387,62,627,tätort,56.8533661,15.0317647,by
Furudal (Rättvik kommun),Furudal,Rättvik,436,131,332,tätort,61.1707998,15.1366774,dal
Furulund (Kävlinge kommun),Furulund,Kävlinge,4637,277,1672,tätort,55.7762345,13.0911987,lund
Furusjö (Habo kommun),Furusjö,Habo,351,63,560,tätort,57.9302906,13.9609711,sjö
Fågelfors (Högsby kommun),Fågelfors,Högsby,447,138,325,tätort,57.2073802,15.8436619,fors
Fågelmara (Karlskrona kommun),Fågelmara,Karlskrona,386,85,456,tätort,56.2600689,15.9475083,
Fågelsta (Motala kommun),Fågelsta,Motala,291,56,521,tätort,58.4586281,15.0433733,sta
Fågelvikshöjden (Värmdö kommun),Fågelvikshöjden,Värmdö,2261,579,390,tätort,59.2805969,18.4477979,
Fåker (Östersund kommun),Fåker,Östersund,256,59,433,tätort,62.9919294,14.577169,åker
Fårbo (Oskarshamn kommun),Fårbo,Oskarshamn,537,87,615,tätort,57.3839716,16.484591,bo
Fårösund (Region Gotland kommun),Fårösund,Region Gotland,880,246,358,tätort,57.8630332,19.0508902,sund
Färgelanda (Färgelanda kommun),Färgelanda,Färgelanda,1923,249,771,tätort,58.568258,11.9964749,landa
Färgens (Alingsås kommun),Färgens,Alingsås,286,137,208,tätort,,,
Färila (Ljusdal kommun),Färila,Ljusdal,1376,291,472,tätort,61.7981499,15.8437651,la
Färjestaden (Mörbylånga kommun),Färjestaden,Mörbylånga,5869,672,874,tätort,56.6517105,16.4721747,staden
Färlöv (Kristianstad kommun),Färlöv,Kristianstad,1540,199,775,tätort,56.0721273,14.0859752,löv
Föllinge (Krokom kommun),Föllinge,Krokom,472,174,271,tätort,63.6722856,14.6159616,inge
Förslöv (Båstad kommun),Förslöv,Båstad,2396,283,846,tätort,56.3546778,12.8009706,löv
Gagnef (Gagnef kommun),Gagnef,Gagnef,1230,365,337,tätort,60.5922453,15.0756833,
Gamleby (Västervik kommun),Gamleby,Västervik,2837,361,786,tätort,57.8998238,16.4082564,by
Gammelgården (Kalix kommun),Gammelgården,Kalix,278,66,421,tätort,65.8819648,23.0411935,gården
Gammelstaden (Luleå kommun),Gammelstaden,Luleå,4893,552,886,tätort,,,staden
Gantofta (Helsingborg kommun),Gantofta,Helsingborg,1479,105,1406,tätort,55.9816311,12.816393703946199,tofta
Garpenberg (Hedemora kommun),Garpenberg,Hedemora,504,120,419,tätort,60.3116716,16.195085,berg
Garphyttan (Örebro kommun),Garphyttan,Örebro,1544,150,1028,tätort,59.3022042,14.949523,tan
Geijersholm (Hagfors kommun),Geijersholm,Hagfors,208,31,676,tätort,60.0677337,13.7299453,holm
Gemla (Växjö kommun),Gemla,Växjö,1128,190,594,tätort,56.8700366,14.6489037,la
Genarp (Lund kommun),Genarp,Lund,2956,196,1507,tätort,55.5995193,13.3995293,arp
Genevad (Laholm kommun),Genevad,Laholm,704,83,851,tätort,56.5690841,13.0328835,vad
Gessie villastad (Vellinge kommun),Gessie villastad,Vellinge,533,54,982,tätort,55.4974,12.956839,stad
Gesunda (Mora kommun),Gesunda,Mora,271,195,139,tätort,60.8870179,14.550466,sunda
Getinge (Halmstad kommun),Getinge,Halmstad,1963,239,821,tätort,56.816882,12.7314117,inge
Getterön (Varberg kommun),Getterön,Varberg,345,131,264,tätort,57.1200025,12.2123793,ön
Gideå (Örnsköldsvik kommun),Gideå,Örnsköldsvik,269,67,404,tätort,63.4794032,18.9768347,eå
Gimo (Östhammar kommun),Gimo,Östhammar,2782,329,845,tätort,60.167736,18.1886179,mo
Gislaved (Gislaved kommun),Gislaved,Gislaved,10389,693,1498,tätort,57.3019768,13.5392235,ved
Gissebo (Jönköping kommun),Gissebo,Jönköping,232,66,351,tätort,57.8383411,14.272612,bo
Gistad (Linköping kommun),Gistad,Linköping,303,55,549,tätort,58.466903,15.8947255,stad
Gladö kvarn (Huddinge kommun),Gladö kvarn,Huddinge,687,141,488,tätort,59.1941928,17.9854914,kvarn
Glanshammar (Örebro kommun),Glanshammar,Örebro,787,120,657,tätort,59.3182586,15.4007605,hammar
Glemmingebro (Ystad kommun),Glemmingebro,Ystad,425,55,775,tätort,55.451134,14.0237947,bro
Glimåkra (Östra Göinge kommun),Glimåkra,Östra Göinge,1567,208,753,tätort,56.3037116,14.1338285,åkra
Glommen (Falkenberg kommun),Glommen,Falkenberg,1064,180,593,tätort,56.9328202,12.3647214,
Glommersträsk (Arvidsjaur kommun),Glommersträsk,Arvidsjaur,200,87,229,tätort,65.2608365,19.6350222,träsk
Glumslöv (Landskrona kommun),Glumslöv,Landskrona,2265,131,1732,tätort,55.9416984,12.8104863,löv
Glömminge (Mörbylånga kommun),Glömminge,Mörbylånga,346,139,249,tätort,56.7182677,16.5348815,inge
Gnarp (Nordanstig kommun),Gnarp,Nordanstig,1183,289,409,tätort,62.080084799999995,17.593142530599458,arp
Gnesta (Gnesta kommun),Gnesta,Gnesta,6248,393,1588,tätort,59.0454209,17.30897,sta
Gnosjö (Gnosjö kommun),Gnosjö,Gnosjö,4530,534,848,tätort,57.3569728,13.7350863,sjö
Gonäs (Ludvika kommun),Gonäs,Ludvika,331,120,275,tätort,60.1485526,15.0943472,näs
Granby (Sigtuna kommun),Granby,Sigtuna,299,52,577,tätort,59.6575628,17.632342,by
Graversfors (Norrköping kommun),Graversfors,Norrköping,574,148,388,tätort,58.6968323,16.1500961,fors
Grebbestad (Tanum kommun),Grebbestad,Tanum,1939,502,386,tätort,58.6920072,11.2542334,stad
Grebo (Åtvidaberg kommun),Grebo,Åtvidaberg,1085,115,941,tätort,58.3021427,15.8716716,bo
Grevie (Båstad kommun),Grevie,Båstad,949,192,495,tätort,56.3929454,12.7807516,ie
Grillby (Enköping kommun),Grillby,Enköping,1079,118,911,tätort,59.6254629,17.2590923,by
Grimslöv (Alvesta kommun),Grimslöv,Alvesta,623,85,735,tätort,56.7388938,14.542548,löv
Grimstorp (Nässjö kommun),Grimstorp,Nässjö,331,50,662,tätort,57.5541893,14.7005184,torp
Grimsås (Tranemo kommun),Grimsås,Tranemo,727,112,651,tätort,57.4848482,13.5519542,ås
Gripenberg (Tranås kommun),Gripenberg,Tranås,285,56,508,tätort,57.9932789,14.8532533,berg
Grisslehamn (Norrtälje kommun),Grisslehamn,Norrtälje,416,454,92,tätort,60.0981769,18.8058527,hamn
Gropen (Lekeberg kommun),Gropen,Lekeberg,209,80,262,tätort,59.1620627,14.8305666,
Grums (Grums kommun),Grums,Grums,5068,512,989,tätort,59.3518935,13.1056834,
Grundsund (Lysekil kommun),Grundsund,Lysekil,649,142,458,tätort,58.2133642,11.4192441,sund
Grycksbo (Falu kommun),Grycksbo,Falu,1935,327,592,tätort,60.6892908,15.4875998,bo
Gryt (Valdemarsvik kommun),Gryt,Valdemarsvik,356,286,125,tätort,58.1875756,16.8033234,
Grytgöl (Finspång kommun),Grytgöl,Finspång,309,86,360,tätort,58.8018612,15.555081,
Grythyttan (Hällefors kommun),Grythyttan,Hällefors,824,138,596,tätort,59.7056246,14.5367071,tan
Gråbo (Lerum kommun),Gråbo,Lerum,6485,557,1164,tätort,57.838561,12.2991979,bo
Gräddö (Norrtälje kommun),Gräddö,Norrtälje,587,588,100,tätort,59.7641685,19.0321376,ö
Gräfsnäs (Alingsås kommun),Gräfsnäs,Alingsås,395,93,426,tätort,58.0810509,12.492747,näs
Grängesberg (Ludvika kommun),Grängesberg,Ludvika,2180,249,876,tätort,60.0751646,15.0067482,berg
Gränna (Jönköping kommun),Gränna,Jönköping,2662,177,1506,tätort,58.0250583,14.4673146,
Grännäs (Valdemarsvik kommun),Grännäs,Valdemarsvik,200,16,1275,tätort,58.1947111,16.6060845,näs
Gränum (Olofström kommun),Gränum,Olofström,251,59,426,tätort,56.2298724,14.6065541,um
Grästorp (Grästorp kommun),Grästorp,Grästorp,3087,262,1177,tätort,58.3328302,12.679212,torp
Grödby (Nynäshamn kommun),Grödby,Nynäshamn,600,106,568,tätort,59.0517466,17.8712612,by
Grönalid (Vansbro kommun),Grönalid,Vansbro,419,82,508,tätort,60.5038009,14.2341171,lid
Grönskan (Värmdö kommun),Grönskan,Värmdö,274,191,143,tätort,59.24483975,18.459663229187132,
Vedhamn (Värmdö kommun),Vedhamn,Värmdö,274,191,143,tätort,59.2381307,18.46519221012668,hamn
Baldersnäs (Värmdö kommun),Baldersnäs,Värmdö,274,191,143,tätort,59.227713449999996,18.481724147210166,näs
Gualöv (Bromölla kommun),Gualöv,Bromölla,497,86,581,tätort,56.0481919,14.4198412,löv
Gudhem (Falköping kommun),Gudhem,Falköping,439,41,1058,tätort,58.2269171,13.5671021,hem
Gullbrandstorp (Halmstad kommun),Gullbrandstorp,Halmstad,1733,144,1202,tätort,56.7070571,12.7360424,torp
Gullbranna (Halmstad kommun),Gullbranna,Halmstad,664,61,1091,tätort,56.5890625,12.9475984,
Gulleråsen (Rättvik kommun),Gulleråsen,Rättvik,386,265,146,tätort,61.0597037,15.1855802,åsen
Gullringen (Vimmerby kommun),Gullringen,Vimmerby,515,124,416,tätort,57.8000572,15.717278,
Gullspång (Gullspång kommun),Gullspång,Gullspång,1550,300,516,tätort,58.985397,14.0962517,spång
Gunnarskog (Arvika kommun),Gunnarskog,Arvika,261,76,343,tätort,59.8135289,12.5723322,skog
Gunnarstorp (Bjuv kommun),Gunnarstorp,Bjuv,394,42,944,tätort,56.0989992,12.9220395,torp
Gunnebo (Västervik kommun),Gunnebo,Västervik,1062,144,738,tätort,57.7224214,16.5275032,bo
Gunsta (Uppsala kommun),Gunsta,Uppsala,618,93,665,tätort,59.8541639,17.8336423,sta
Gusselby (Lindesberg kommun),Gusselby,Lindesberg,286,81,353,tätort,59.6453751,15.2185354,by
Gustavsberg (Värmdö kommun),Gustavsberg,Värmdö,23467,1417,1657,tätort,59.3256235,18.388514,berg
Gusum (Valdemarsvik kommun),Gusum,Valdemarsvik,1182,127,931,tätort,58.2733429,16.5015962,um
Gyttorp (Nora kommun),Gyttorp,Nora,711,134,531,tätort,59.504923,14.9666246,torp
